blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Address,latitude,longitude
675C,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,131,0,48,24,59,0,0,0,0,0,0,0,0,675C YISHUN AVE 4,1.419428068,103.8421813
675D,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,144,0,48,72,24,0,0,0,0,0,0,0,0,675D YISHUN AVE 4,1.419737575,103.8427031
676,CHOA CHU KANG CRES,11,1997,Y,N,N,N,N,N,CCK,70,0,0,0,50,20,0,0,0,0,0,0,0,676 CHOA CHU KANG CRES,1.401916291,103.7461883
676,HOUGANG AVE 8,13,1986,Y,N,N,Y,N,N,HG,96,0,0,0,96,0,0,0,0,0,0,0,0,676 HOUGANG AVE 8,1.371535286,103.8842232
676,JURONG WEST ST 64,6,2001,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,676 JURONG WEST ST 64,1.346357669,103.7046591
676,PUNGGOL DR,3,2015,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,676 PUNGGOL DR,1.405016416,103.9099911
676,WOODLANDS DR 71,8,2017,N,Y,Y,Y,N,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,676 WOODLANDS DR 71,1.439862176,103.8007268
676,YISHUN RING RD,7,2017,N,Y,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,676 YISHUN RING RD,1.421628293,103.8418104
676A,CHOA CHU KANG CRES,12,1997,Y,N,N,N,N,N,CCK,64,0,0,0,42,22,0,0,0,0,0,0,0,676A CHOA CHU KANG CRES,1.402000843,103.7466849
676A,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,104,0,0,0,74,30,0,0,0,0,0,0,0,676A JURONG WEST ST 64,1.345957186,103.7045391
676A,PUNGGOL DR,17,2015,Y,N,N,N,N,Y,PG,88,0,0,0,88,0,0,0,0,0,0,0,0,676A PUNGGOL DR,1.404827091,103.9098707
676A,WOODLANDS DR 71,11,2017,Y,N,N,Y,N,N,WL,52,0,12,0,0,0,0,0,40,0,0,0,0,676A WOODLANDS DR 71,1.439403332,103.8006613
676A,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,72,0,24,0,0,0,0,0,0,0,0,676A YISHUN RING RD,1.421452423,103.8433279
676B,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,124,0,0,0,32,92,0,0,0,0,0,0,0,676B JURONG WEST ST 64,1.346002188,103.7041892
676B,PUNGGOL DR,17,2015,Y,N,N,Y,N,N,PG,116,0,0,0,72,44,0,0,0,0,0,0,0,676B PUNGGOL DR,1.404810596,103.9102781
676B,WOODLANDS DR 71,11,2017,Y,N,N,Y,N,N,WL,52,0,15,0,0,0,0,0,37,0,0,0,0,676B WOODLANDS DR 71,1.439567157,103.8010312
676B,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,0,0,48,48,0,0,0,0,0,0,0,676B YISHUN RING RD,1.421557611,103.842782
676C,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,62,0,0,0,32,30,0,0,0,0,0,0,0,676C PUNGGOL DR,1.405331433,103.9105868
676C,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,0,0,24,72,0,0,0,0,0,0,0,676C YISHUN RING RD,1.421485248,103.8424762
676D,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,78,0,0,0,46,32,0,0,0,0,0,0,0,676D PUNGGOL DR,1.405640867,103.9109233
677,CHOA CHU KANG CRES,11,1998,Y,N,N,N,N,N,CCK,146,0,0,0,66,60,20,0,0,0,0,0,0,677 CHOA CHU KANG CRES,1.401510215,103.7454819
677,HOUGANG AVE 8,13,1986,Y,N,N,Y,N,N,HG,119,0,0,70,48,1,0,0,0,0,0,0,0,677 HOUGANG AVE 8,1.371129016,103.8843189
677,JURONG WEST ST 64,1,2001,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,677 JURONG WEST ST 64,1.345423631,103.7052475
677,PUNGGOL DR,2,2015,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,677 PUNGGOL DR,1.405842321,103.9098289
677,RANGOON RD,5,1990,N,Y,N,N,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,677 RANGOON RD,1.312528969,103.8551379
677,WOODLANDS AVE 6,13,1997,Y,N,N,Y,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0,677 WOODLANDS AVE 6,1.439386154,103.8017065
677,YISHUN RING RD,1,2017,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,677 YISHUN RING RD,1.421784285,103.8432818
677A,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,107,0,0,0,32,75,0,0,0,0,0,0,0,677A JURONG WEST ST 64,1.345630476,103.705038
677A,PUNGGOL DR,17,2015,Y,N,N,Y,N,N,PG,126,0,17,0,32,30,0,0,47,0,0,0,0,677A PUNGGOL DR,1.405289642,103.9092041
677A,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,48,0,48,0,0,0,0,0,0,0,0,677A YISHUN RING RD,1.421976911,103.8433173
677B,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,60,0,0,0,30,30,0,0,0,0,0,0,0,677B JURONG WEST ST 64,1.34542751,103.7045027
677B,PUNGGOL DR,17,2015,Y,N,N,Y,N,N,PG,124,0,24,0,32,0,0,0,68,0,0,0,0,677B PUNGGOL DR,1.405364683,103.909509
677B,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,96,0,0,0,24,72,0,0,0,0,0,0,0,677B YISHUN RING RD,1.422099812,103.842666
677C,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,123,0,0,0,47,76,0,0,0,0,0,0,0,677C JURONG WEST ST 64,1.345352692,103.70496
677C,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,96,0,0,0,32,64,0,0,0,0,0,0,0,677C PUNGGOL DR,1.405650635,103.9097496
677C,YISHUN RING RD,13,2017,Y,N,N,N,N,N,YS,108,0,0,0,36,72,0,0,0,0,0,0,0,677C YISHUN RING RD,1.422032789,103.8420627
677D,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,110,0,0,0,39,71,0,0,0,0,0,0,0,677D PUNGGOL DR,1.405880448,103.9101587
678,CHOA CHU KANG CRES,11,1998,Y,N,N,N,N,N,CCK,146,0,0,0,66,60,20,0,0,0,0,0,0,678 CHOA CHU KANG CRES,1.401710702,103.7440927
678,HOUGANG AVE 8,9,1986,Y,Y,N,N,N,N,HG,118,0,0,75,43,0,0,0,0,0,0,0,0,678 HOUGANG AVE 8,1.370840764,103.8842364
678,JURONG WEST ST 64,1,2001,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,678 JURONG WEST ST 64,1.345378503,103.7041552
678,PERUMAL RD,6,1990,N,N,N,N,Y,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,678 PERUMAL RD,1.312658106,103.8553278
678,PUNGGOL DR,2,2015,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,678 PUNGGOL DR,1.406081647,103.9088785
678,WOODLANDS AVE 6,13,1997,Y,Y,N,Y,N,N,WL,99,0,0,0,56,43,0,0,0,0,0,0,0,678 WOODLANDS AVE 6,1.439983666,103.8012931
678A,CHOA CHU KANG CRES,7,1998,N,Y,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,678A CHOA CHU KANG CRES,1.401559398,103.7447432
678A,JURONG WEST ST 64,16,2001,Y,N,N,Y,N,N,JW,120,0,0,0,30,90,0,0,0,0,0,0,0,678A JURONG WEST ST 64,1.345080096,103.7044007
678A,PUNGGOL DR,17,2015,Y,Y,N,N,N,N,PG,94,0,0,0,94,0,0,0,0,0,0,0,0,678A PUNGGOL DR,1.405662132,103.908719
678A,WOODLANDS AVE 6,9,1997,N,Y,Y,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,678A WOODLANDS AVE 6,1.440363676,103.8015374
678B,CHOA CHU KANG CRES,1,1998,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,678B CHOA CHU KANG CRES,1.402476244,103.7449781
678B,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,60,0,0,0,30,30,0,0,0,0,0,0,0,678B JURONG WEST ST 64,1.345128195,103.7038974
678B,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,124,0,0,0,78,46,0,0,0,0,0,0,0,678B PUNGGOL DR,1.405761701,103.90884
678C,JURONG WEST ST 64,16,2001,Y,N,N,N,N,N,JW,123,0,0,0,47,76,0,0,0,0,0,0,0,678C JURONG WEST ST 64,1.344806186,103.7038386
678C,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,86,0,0,0,27,59,0,0,0,0,0,0,0,678C PUNGGOL DR,1.406211791,103.9093728
678D,JURONG WEST ST 64,16,2001,Y,Y,N,N,N,N,JW,107,0,0,0,32,75,0,0,0,0,0,0,0,678D JURONG WEST ST 64,1.344864896,103.7033954
679,CHOA CHU KANG CRES,11,1998,Y,N,N,Y,N,N,CCK,145,0,0,0,65,60,20,0,0,0,0,0,0,679 CHOA CHU KANG CRES,1.402620291,103.7447155
679,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,32,0,0,16,16,0,0,0,0,0,0,0,0,679 HOUGANG AVE 8,1.371463501,103.8847446
679,JURONG WEST CTRL 1,6,1998,N,Y,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,679 JURONG WEST CTRL 1,1.344594679,103.7060894
679,WOODLANDS AVE 6,13,1997,Y,N,N,Y,N,N,WL,93,0,0,0,47,46,0,0,0,0,0,0,0,679 WOODLANDS AVE 6,1.439923451,103.8020153
679A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0,679A JURONG WEST CTRL 1,1.344267256,103.7058337
679A,PUNGGOL DR,17,2015,Y,N,N,N,N,N,PG,90,0,0,0,60,30,0,0,0,0,0,0,0,679A PUNGGOL DR,1.405911563,103.9082882
679B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,60,0,0,0,0,60,0,0,0,0,0,0,0,679B JURONG WEST CTRL 1,1.343908209,103.7060553
679B,PUNGGOL DR,14,2015,Y,N,N,N,N,N,PG,52,0,0,0,26,26,0,0,0,0,0,0,0,679B PUNGGOL DR,1.40631693,103.908463
679C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,130,0,0,0,102,28,0,0,0,0,0,0,0,679C JURONG WEST CTRL 1,1.343923157,103.7063956
679C,PUNGGOL DR,12,2015,Y,N,N,N,N,N,PG,66,0,0,0,33,33,0,0,0,0,0,0,0,679C PUNGGOL DR,1.406413808,103.9088057
679D,PUNGGOL DR,1,2016,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,679D PUNGGOL DR,1.406640516,103.9084376
68,BEDOK STH AVE 3,22,1977,Y,N,N,N,N,N,BD,84,0,0,0,0,84,0,0,0,0,0,0,0,68 BEDOK STH AVE 3,1.318750888,103.9433639
68,CIRCUIT RD,10,1965,Y,N,N,N,N,N,GL,120,0,36,18,0,0,0,0,0,0,64,2,0,68 CIRCUIT RD,1.325468011,103.8880774
68,GEYLANG BAHRU,18,1974,Y,Y,N,N,N,N,KWN,387,0,0,378,0,9,0,0,0,0,0,0,0,68 GEYLANG BAHRU,1.321953855,103.8698434
68,LOR 5 TOA PAYOH,12,1966,Y,N,N,N,N,N,TP,240,0,0,0,0,0,0,0,0,0,229,11,0,68 LOR 5 TOA PAYOH,1.334806349,103.8529755
68,REDHILL CL,30,1999,Y,N,N,N,N,N,BM,106,0,0,0,77,29,0,0,0,0,0,0,0,68 REDHILL CL,1.28687207,103.8160261
68,SENG POH LANE,1,1937,N,Y,N,N,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,68 SENG POH LANE,1.283637009,103.8331865
68,TELOK BLANGAH HTS,15,1977,Y,N,N,N,N,N,BM,112,0,0,0,112,0,0,0,0,0,0,0,0,68 TELOK BLANGAH HTS,1.275159158,103.8101385
680,CHOA CHU KANG CRES,12,1998,Y,N,N,N,N,N,CCK,150,0,0,0,84,44,22,0,0,0,0,0,0,680 CHOA CHU KANG CRES,1.403336108,103.7451317
680,HOUGANG AVE 8,9,1986,Y,N,N,N,N,N,HG,88,0,0,0,88,0,0,0,0,0,0,0,0,680 HOUGANG AVE 8,1.371950341,103.8853193
680,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,680 JURONG WEST CTRL 1,1.344539888,103.7058149
680,WOODLANDS AVE 6,13,1997,Y,N,N,Y,N,N,WL,96,0,0,0,48,48,0,0,0,0,0,0,0,680 WOODLANDS AVE 6,1.439632618,103.8021216
680A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0,680A JURONG WEST CTRL 1,1.344623934,103.7055601
680B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,64,0,0,0,0,64,0,0,0,0,0,0,0,680B JURONG WEST CTRL 1,1.34500408,103.7053315
680C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,116,0,0,0,88,28,0,0,0,0,0,0,0,680C JURONG WEST CTRL 1,1.345216268,103.7055248
681,CHOA CHU KANG CRES,12,1998,Y,N,N,N,N,N,CCK,150,0,0,0,84,44,22,0,0,0,0,0,0,681 CHOA CHU KANG CRES,1.403043344,103.7455898
681,HOUGANG AVE 8,4,1987,Y,Y,N,N,N,N,HG,73,0,0,61,12,0,0,0,0,0,0,0,0,681 HOUGANG AVE 8,1.372978403,103.8856792
681,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,681 JURONG WEST CTRL 1,1.344138301,103.7051664
681,PUNGGOL DR,6,2017,N,Y,N,Y,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,681 PUNGGOL DR,1.402780157,103.9132151
681,RACE COURSE RD,12,1985,Y,Y,N,N,N,N,KWN,121,0,0,0,121,0,0,0,0,0,0,0,0,681 RACE COURSE RD,1.313720674,103.8552727
681,WOODLANDS DR 62,5,1998,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,681 WOODLANDS DR 62,1.439564156,103.8034592
681A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0,681A JURONG WEST CTRL 1,1.344408627,103.7051952
681A,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0,681A WOODLANDS DR 62,1.439533541,103.8037973
681B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,64,0,0,0,0,64,0,0,0,0,0,0,0,681B JURONG WEST CTRL 1,1.344817733,103.7049526
681B,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0,681B WOODLANDS DR 62,1.439324705,103.8033241
681C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,116,0,0,0,88,28,0,0,0,0,0,0,0,681C JURONG WEST CTRL 1,1.34449473,103.7047605
681C,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0,681C WOODLANDS DR 62,1.439788661,103.8031201
681D,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,88,0,0,0,52,18,18,0,0,0,0,0,0,681D WOODLANDS DR 62,1.439999661,103.8035924
682,CHOA CHU KANG CRES,11,1998,Y,N,N,Y,N,N,CCK,145,0,0,0,65,60,20,0,0,0,0,0,0,682 CHOA CHU KANG CRES,1.402510539,103.7452912
682,EDGEDALE PLAINS,8,2016,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,682 EDGEDALE PLAINS,1.404032793,103.9157938
682,HOUGANG AVE 4,4,1987,Y,Y,N,N,N,N,HG,84,0,0,61,23,0,0,0,0,0,0,0,0,682 HOUGANG AVE 4,1.373618304,103.8857489
682,JURONG WEST CTRL 1,5,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,682 JURONG WEST CTRL 1,1.343942895,103.7049842
682,RACE COURSE RD,12,1985,Y,Y,N,N,N,N,KWN,44,0,0,0,22,22,0,0,0,0,0,0,0,682 RACE COURSE RD,1.314277695,103.8556456
682,WOODLANDS DR 62,1,1999,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,682 WOODLANDS DR 62,1.440669967,103.8039935
682A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,127,0,0,31,64,32,0,0,0,0,0,0,0,682A EDGEDALE PLAINS,1.403547749,103.9162913
682A,JURONG WEST CTRL 1,17,1998,Y,N,N,Y,N,N,JW,64,0,0,0,0,16,48,0,0,0,0,0,0,682A JURONG WEST CTRL 1,1.343994515,103.7053963
682A,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0,682A WOODLANDS DR 62,1.44031863,103.8032847
682B,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,80,0,0,0,48,32,0,0,0,0,0,0,0,682B EDGEDALE PLAINS,1.403411731,103.915952
682B,JURONG WEST CTRL 1,17,1998,Y,N,N,N,N,N,JW,60,0,0,0,0,60,0,0,0,0,0,0,0,682B JURONG WEST CTRL 1,1.343622212,103.7056661
682B,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0,682B WOODLANDS DR 62,1.440523773,103.8037471
682C,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,96,0,0,32,32,32,0,0,0,0,0,0,0,682C EDGEDALE PLAINS,1.403619895,103.9155247
682C,JURONG WEST CTRL 1,15,1998,Y,N,N,N,N,N,JW,130,0,0,0,102,28,0,0,0,0,0,0,0,682C JURONG WEST CTRL 1,1.343152907,103.7053946
682C,WOODLANDS DR 73,14,1998,Y,N,N,Y,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0,682C WOODLANDS DR 73,1.440755494,103.8042641
682D,WOODLANDS DR 73,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,54,52,0,0,0,0,0,0,0,682D WOODLANDS DR 73,1.440960638,103.8047265
683,CHOA CHU KANG CRES,6,2000,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,683 CHOA CHU KANG CRES,1.404306852,103.7458543
683,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,683 EDGEDALE PLAINS,1.404152091,103.9151881
683,HOUGANG AVE 8,4,1986,Y,Y,N,N,N,N,HG,58,0,0,50,8,0,0,0,0,0,0,0,0,683 HOUGANG AVE 8,1.373312701,103.8863678
683,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,683 JURONG WEST CTRL 1,1.342324276,103.7050072
683,TESSENSOHN RD,12,1985,Y,Y,N,N,N,N,KWN,121,0,0,0,121,0,0,0,0,0,0,0,0,683 TESSENSOHN RD,1.314458536,103.8560192
683A,CHOA CHU KANG CRES,12,2000,Y,N,N,N,N,N,CCK,102,0,0,0,24,78,0,0,0,0,0,0,0,683A CHOA CHU KANG CRES,1.403854804,103.7454925
683A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,127,0,0,63,64,0,0,0,0,0,0,0,0,683A EDGEDALE PLAINS,1.404263444,103.9153714
683A,JURONG WEST CTRL 1,17,1999,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0,683A JURONG WEST CTRL 1,1.342609031,103.7048478
683A,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,80,26,0,0,0,0,0,0,0,683A WOODLANDS DR 62,1.440097906,103.8028926
683B,CHOA CHU KANG CRES,12,2000,Y,N,N,N,N,N,CCK,102,0,0,0,24,78,0,0,0,0,0,0,0,683B CHOA CHU KANG CRES,1.403766711,103.7462579
683B,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,PG,76,0,0,32,44,0,0,0,0,0,0,0,0,683B EDGEDALE PLAINS,1.404701058,103.9149881
683B,JURONG WEST CTRL 1,17,1999,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0,683B JURONG WEST CTRL 1,1.342971567,103.7047605
683B,WOODLANDS DR 62,10,1998,Y,N,N,N,N,N,WL,76,0,0,0,40,36,0,0,0,0,0,0,0,683B WOODLANDS DR 62,1.440997522,103.8028496
683C,CHOA CHU KANG CRES,13,2000,Y,N,N,N,N,N,CCK,84,0,0,0,36,48,0,0,0,0,0,0,0,683C CHOA CHU KANG CRES,1.404678619,103.7463149
683C,EDGEDALE PLAINS,15,2017,Y,N,N,N,N,N,PG,80,0,0,0,40,40,0,0,0,0,0,0,0,683C EDGEDALE PLAINS,1.404073549,103.9146487
683C,JURONG WEST ST 64,17,1999,Y,N,N,N,N,N,JW,96,0,0,0,32,64,0,0,0,0,0,0,0,683C JURONG WEST ST 64,1.343334426,103.7047012
683C,WOODLANDS DR 62,10,1998,Y,N,N,N,N,N,WL,74,0,0,0,20,36,18,0,0,0,0,0,0,683C WOODLANDS DR 62,1.441115099,103.8033479
683D,WOODLANDS DR 62,14,1998,Y,N,N,N,N,N,WL,108,0,0,0,30,52,26,0,0,0,0,0,0,683D WOODLANDS DR 62,1.440746753,103.8031394
684,CHOA CHU KANG CRES,1,2001,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,684 CHOA CHU KANG CRES,1.404144267,103.7464138
684,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,684 EDGEDALE PLAINS,1.403144479,103.9160658
684,HOUGANG AVE 8,4,1986,Y,Y,N,N,N,N,HG,65,0,0,57,8,0,0,0,0,0,0,0,0,684 HOUGANG AVE 8,1.373958405,103.8868985
684,JURONG WEST ST 64,6,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,684 JURONG WEST ST 64,1.344296855,103.7040989
684,RACE COURSE RD,14,1985,Y,Y,N,N,N,N,KWN,115,0,0,77,37,1,0,0,0,0,0,0,0,684 RACE COURSE RD,1.314307076,103.8566595
684A,CHOA CHU KANG CRES,13,2000,Y,Y,N,Y,N,N,CCK,96,0,0,0,24,72,0,0,0,0,0,0,0,684A CHOA CHU KANG CRES,1.404006084,103.7467671
684A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,128,0,0,0,64,64,0,0,0,0,0,0,0,684A EDGEDALE PLAINS,1.402793795,103.9158786
684A,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0,684A JURONG WEST ST 64,1.343998374,103.7039272
684A,WOODLANDS DR 73,14,1998,Y,N,N,N,N,N,WL,106,0,0,0,80,26,0,0,0,0,0,0,0,684A WOODLANDS DR 73,1.441131263,103.8051481
684B,CHOA CHU KANG CRES,14,2000,Y,N,N,N,N,N,CCK,92,0,0,0,42,50,0,0,0,0,0,0,0,684B CHOA CHU KANG CRES,1.403899578,103.7472363
684B,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,PG,115,0,0,0,32,83,0,0,0,0,0,0,0,684B EDGEDALE PLAINS,1.403027132,103.9150056
684B,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0,684B JURONG WEST ST 64,1.343839994,103.7042166
684B,WOODLANDS DR 73,10,1998,Y,N,N,N,N,N,WL,76,0,0,0,40,36,0,0,0,0,0,0,0,684B WOODLANDS DR 73,1.441837236,103.8047664
684C,CHOA CHU KANG CRES,15,2000,Y,N,N,N,N,N,CCK,99,0,0,0,45,54,0,0,0,0,0,0,0,684C CHOA CHU KANG CRES,1.404543658,103.7472827
684C,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,PG,142,0,0,32,62,48,0,0,0,0,0,0,0,684C EDGEDALE PLAINS,1.403492387,103.9147653
684C,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,96,0,0,0,32,64,0,0,0,0,0,0,0,684C JURONG WEST ST 64,1.343586592,103.704503
684C,WOODLANDS DR 62,10,1998,Y,N,N,N,N,N,WL,74,0,0,0,20,36,18,0,0,0,0,0,0,684C WOODLANDS DR 62,1.441401719,103.8039982
684D,CHOA CHU KANG CRES,14,2000,Y,N,N,Y,N,N,CCK,104,0,0,0,26,78,0,0,0,0,0,0,0,684D CHOA CHU KANG CRES,1.404678203,103.7468001
684D,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,PG,86,0,0,0,76,10,0,0,0,0,0,0,0,684D EDGEDALE PLAINS,1.403651736,103.9140948
684D,WOODLANDS DR 73,14,1998,Y,N,N,N,N,N,WL,108,0,0,0,30,52,26,0,0,0,0,0,0,684D WOODLANDS DR 73,1.441357917,103.8045082
685,CHOA CHU KANG CRES,1,2001,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,685 CHOA CHU KANG CRES,1.4040788,103.7480139
685,HOUGANG ST 61,8,1986,Y,Y,N,N,N,N,HG,61,0,0,47,13,1,0,0,0,0,0,0,0,685 HOUGANG ST 61,1.37499003,103.8859822
685,JURONG WEST ST 64,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,685 JURONG WEST ST 64,1.343196317,103.7044044
685,RACE COURSE RD,16,1985,Y,Y,N,N,N,N,KWN,122,0,0,96,26,0,0,0,0,0,0,0,0,685 RACE COURSE RD,1.314005835,103.8568313
685,WOODLANDS DR 73,5,1998,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,685 WOODLANDS DR 73,1.440777025,103.8054687
685A,CHOA CHU KANG CRES,15,2000,Y,N,N,N,N,N,CCK,127,0,0,0,30,97,0,0,0,0,0,0,0,685A CHOA CHU KANG CRES,1.403781024,103.7476626
685A,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0,685A JURONG WEST ST 64,1.343258376,103.7041601
685A,WOODLANDS DR 73,1,2002,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,685A WOODLANDS DR 73,1.441473226,103.8056974
685B,CHOA CHU KANG CRES,16,2000,Y,N,N,N,N,N,CCK,120,0,0,0,30,90,0,0,0,0,0,0,0,685B CHOA CHU KANG CRES,1.403637377,103.7481769
685B,JURONG WEST ST 64,17,1998,Y,N,N,N,N,N,JW,97,0,0,0,33,32,32,0,0,0,0,0,0,685B JURONG WEST ST 64,1.342920389,103.7041688
685B,WOODLANDS DR 73,14,2001,Y,N,N,N,N,N,WL,94,0,0,0,0,94,0,0,0,0,0,0,0,685B WOODLANDS DR 73,1.441333428,103.8061362
