blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Address,latitude,longitude
223,BEDOK NTH DR,5,2022,N,N,N,Y,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,223 BEDOK NTH DR,1.324663064,103.9275746
223,BISHAN ST 23,16,1990,Y,Y,N,N,N,N,BH,92,0,0,0,40,29,23,0,0,0,0,0,0,223 BISHAN ST 23,1.358442054,103.8482639
223,BT BATOK EAST AVE 3,13,1984,Y,N,N,N,N,N,BB,84,0,0,0,0,0,84,0,0,0,0,0,0,223 BT BATOK EAST AVE 3,1.348015545,103.7533973
223,CHOA CHU KANG CTRL,13,1991,Y,Y,N,Y,N,N,CCK,104,0,0,0,64,40,0,0,0,0,0,0,0,223 CHOA CHU KANG CTRL,1.381484134,103.7445335
223,JURONG EAST ST 21,4,1984,Y,N,N,N,N,N,JE,24,0,0,0,24,0,0,0,0,0,0,0,0,223 JURONG EAST ST 21,1.341072012,103.7360897
223,LOR 8 TOA PAYOH,25,1975,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0,223 LOR 8 TOA PAYOH,1.341264797,103.8555528
223,PASIR RIS ST 21,12,1992,Y,N,N,N,N,N,PRC,44,0,0,0,0,0,44,0,0,0,0,0,0,223 PASIR RIS ST 21,1.370643256,103.9614538
223,PENDING RD,12,1986,Y,N,N,N,N,N,BP,132,0,0,66,66,0,0,0,0,0,0,0,0,223 PENDING RD,1.375735175,103.7736092
223,SERANGOON AVE 4,12,1984,Y,N,N,N,N,N,SGN,158,0,0,101,57,0,0,0,0,0,0,0,0,223 SERANGOON AVE 4,1.357561514,103.8706103
223,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,223 SIMEI ST 4,1.342088992,103.9576471
223,TAMPINES ST 24,4,1984,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0,223 TAMPINES ST 24,1.355384475,103.9532045
223,YISHUN ST 21,12,1984,Y,Y,N,Y,N,N,YS,99,0,0,44,44,11,0,0,0,0,0,0,0,223 YISHUN ST 21,1.434367273,103.8356027
223A,COMPASSVALE WALK,16,1998,Y,N,N,Y,N,N,SK,96,0,0,0,81,15,0,0,0,0,0,0,0,223A COMPASSVALE WALK,1.388132095,103.8972577
223A,JURONG EAST ST 21,10,1984,Y,Y,N,Y,N,N,JE,63,0,0,0,0,31,32,0,0,0,0,0,0,223A JURONG EAST ST 21,1.341372153,103.7367542
223A,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,504,0,0,0,0,0,0,0,0,280,224,0,0,223A SUMANG LANE,1.401262155,103.8928369
223A,SERANGOON AVE 4,14,2011,Y,N,N,Y,N,N,SGN,247,0,0,0,0,0,0,0,0,182,65,0,0,223A SERANGOON AVE 4,1.357841664,103.8711446
223B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,223B COMPASSVALE WALK,1.38826763,103.8976682
223C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,223C COMPASSVALE WALK,1.388712682,103.8977562
223D,COMPASSVALE WALK,16,1998,Y,N,N,Y,N,N,SK,96,0,0,0,81,15,0,0,0,0,0,0,0,223D COMPASSVALE WALK,1.389074844,103.8973676
224,ANG MO KIO AVE 1,11,1976,Y,N,N,N,N,N,AMK,160,0,0,0,0,0,0,0,0,0,160,0,0,224 ANG MO KIO AVE 1,1.366527359,103.8382444
224,BISHAN ST 23,25,1990,Y,Y,N,N,N,N,BH,100,0,0,0,53,26,21,0,0,0,0,0,0,224 BISHAN ST 23,1.358945492,103.8476987
224,BT BATOK ST 21,4,1984,Y,N,N,N,N,N,BB,46,0,0,28,16,2,0,0,0,0,0,0,0,224 BT BATOK ST 21,1.347722758,103.7525671
224,CHOA CHU KANG CTRL,11,1991,Y,N,N,N,N,N,CCK,72,0,0,0,52,20,0,0,0,0,0,0,0,224 CHOA CHU KANG CTRL,1.380781526,103.7446696
224,JURONG EAST ST 21,12,1984,Y,N,N,N,N,N,JE,88,0,0,0,88,0,0,0,0,0,0,0,0,224 JURONG EAST ST 21,1.341714031,103.7367332
224,LOR 8 TOA PAYOH,25,1975,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0,224 LOR 8 TOA PAYOH,1.341176079,103.8560662
224,PASIR RIS ST 21,12,1992,Y,N,N,N,N,N,PRC,55,0,0,0,0,0,55,0,0,0,0,0,0,224 PASIR RIS ST 21,1.370621929,103.9611105
224,PENDING RD,4,1987,Y,N,N,N,N,N,BP,22,0,0,9,7,6,0,0,0,0,0,0,0,224 PENDING RD,1.375922155,103.7730005
224,SERANGOON AVE 4,13,1983,Y,Y,N,N,N,N,SGN,120,0,0,0,120,0,0,0,0,0,0,0,0,224 SERANGOON AVE 4,1.35720575,103.8708313
224,SIMEI ST 4,11,1988,Y,N,N,N,N,N,TAP,110,0,0,0,58,52,0,0,0,0,0,0,0,224 SIMEI ST 4,1.34287179,103.9575618
224,SUMANG LANE,1,2018,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,224 SUMANG LANE,1.401549856,103.893607
224,TAMPINES ST 23,4,1984,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0,224 TAMPINES ST 23,1.355384935,103.9534885
224,YISHUN ST 21,10,1984,Y,N,N,N,N,N,YS,97,0,0,45,37,15,0,0,0,0,0,0,0,224 YISHUN ST 21,1.43463286,103.8352082
224A,COMPASSVALE WALK,14,1998,Y,N,N,N,N,N,SK,78,0,0,0,65,13,0,0,0,0,0,0,0,224A COMPASSVALE WALK,1.387882299,103.8980191
224A,SUMANG LANE,18,2017,Y,Y,N,Y,N,N,PG,136,0,0,68,68,0,0,0,0,0,0,0,0,224A SUMANG LANE,1.401951446,103.8928085
224B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,224B COMPASSVALE WALK,1.388211728,103.897871
224B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,160,0,0,80,80,0,0,0,0,0,0,0,0,224B SUMANG LANE,1.401827538,103.8933722
224C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,224C COMPASSVALE WALK,1.388592573,103.8981282
224C,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,158,0,32,48,78,0,0,0,0,0,0,0,0,224C SUMANG LANE,1.401508396,103.8941271
224D,COMPASSVALE WALK,14,1997,Y,N,N,N,N,N,SK,67,0,0,0,54,13,0,0,0,0,0,0,0,224D COMPASSVALE WALK,1.388548954,103.8984882
224E,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,224E COMPASSVALE WALK,1.389137392,103.89804
225,ANG MO KIO AVE 1,12,1977,Y,N,N,Y,N,N,AMK,193,0,0,166,22,3,2,0,0,0,0,0,0,225 ANG MO KIO AVE 1,1.367396128,103.83815
225,BISHAN ST 23,11,1990,Y,Y,N,N,N,N,BH,54,0,0,0,37,17,0,0,0,0,0,0,0,225 BISHAN ST 23,1.358568948,103.8475942
225,BT BATOK CTRL,10,1984,Y,N,N,Y,N,N,BB,129,0,0,73,55,1,0,0,0,0,0,0,0,225 BT BATOK CTRL,1.348496075,103.7526077
225,CHOA CHU KANG CTRL,11,1991,Y,Y,N,Y,N,N,CCK,72,0,0,0,36,36,0,0,0,0,0,0,0,225 CHOA CHU KANG CTRL,1.381090653,103.7448896
225,JURONG EAST ST 21,4,1984,Y,Y,N,N,N,N,JE,12,0,0,10,2,0,0,0,0,0,0,0,0,225 JURONG EAST ST 21,1.34178121,103.7372515
225,LOR 8 TOA PAYOH,12,1975,Y,N,N,Y,N,N,TP,173,0,0,170,0,3,0,0,0,0,0,0,0,225 LOR 8 TOA PAYOH,1.339509223,103.8556468
225,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,72,0,0,0,24,48,0,0,0,0,0,0,0,225 PASIR RIS ST 21,1.371157638,103.9611184
225,PENDING RD,12,1986,Y,N,N,N,N,N,BP,110,0,0,0,110,0,0,0,0,0,0,0,0,225 PENDING RD,1.375540494,103.7725452
225,SERANGOON AVE 4,12,1984,Y,N,N,N,N,N,SGN,156,0,0,97,57,2,0,0,0,0,0,0,0,225 SERANGOON AVE 4,1.35673481,103.8701137
225,SIMEI ST 4,11,1987,Y,Y,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,225 SIMEI ST 4,1.342314883,103.9572477
225,TAMPINES ST 23,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,225 TAMPINES ST 23,1.355158636,103.9540128
225,YISHUN ST 21,12,1984,Y,N,N,Y,N,N,YS,100,0,0,46,44,10,0,0,0,0,0,0,0,225 YISHUN ST 21,1.43483127,103.8358145
225A,COMPASSVALE WALK,14,1998,Y,N,N,N,N,N,SK,78,0,0,0,65,13,0,0,0,0,0,0,0,225A COMPASSVALE WALK,1.38764975,103.8987061
225A,JURONG EAST ST 21,10,1984,Y,Y,N,N,N,N,JE,122,0,0,100,18,3,1,0,0,0,0,0,0,225A JURONG EAST ST 21,1.3420865,103.7368257
225A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,225A PASIR RIS ST 21,1.371822215,103.9609119
225A,PETIR RD,5,1989,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,225A PETIR RD,1.375003274,103.7730752
225B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,225B COMPASSVALE WALK,1.387845529,103.8989519
225B,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,225B PASIR RIS ST 21,1.371851095,103.9611818
225C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,100,0,0,0,0,0,100,0,0,0,0,0,0,225C COMPASSVALE WALK,1.388353528,103.8988383
226,ANG MO KIO AVE 1,12,1977,Y,N,N,N,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0,226 ANG MO KIO AVE 1,1.367728032,103.838405
226,BISHAN ST 23,18,1990,Y,Y,N,N,N,N,BH,112,0,0,0,89,23,0,0,0,0,0,0,0,226 BISHAN ST 23,1.358546005,103.8471273
226,BT BATOK CTRL,4,1984,Y,N,N,N,N,N,BB,31,0,0,22,8,1,0,0,0,0,0,0,0,226 BT BATOK CTRL,1.348733378,103.7531743
226,CHOA CHU KANG CTRL,11,1991,Y,N,N,N,N,N,CCK,86,0,0,0,66,20,0,0,0,0,0,0,0,226 CHOA CHU KANG CTRL,1.38115995,103.7452927
226,JURONG EAST ST 21,25,1982,Y,Y,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,226 JURONG EAST ST 21,1.341404713,103.7358435
226,LOR 8 TOA PAYOH,16,1975,Y,N,N,Y,N,N,TP,150,0,0,0,150,0,0,0,0,0,0,0,0,226 LOR 8 TOA PAYOH,1.339515666,103.857051
226,PASIR RIS ST 21,13,1992,Y,N,N,Y,N,N,PRC,121,0,0,0,61,60,0,0,0,0,0,0,0,226 PASIR RIS ST 21,1.371012121,103.9617259
226,PENDING RD,12,1986,Y,N,N,Y,N,N,BP,110,0,0,0,110,0,0,0,0,0,0,0,0,226 PENDING RD,1.375236556,103.7723684
226,SERANGOON AVE 4,13,1983,Y,N,N,Y,N,N,SGN,120,0,0,0,120,0,0,0,0,0,0,0,0,226 SERANGOON AVE 4,1.3568225,103.870857
226,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0,226 SIMEI ST 4,1.342531994,103.9570125
226,SUMANG LANE,2,2016,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,226 SUMANG LANE,1.403130015,103.893295
226,TAMPINES ST 23,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,226 TAMPINES ST 23,1.35551796,103.9540092
226,YISHUN ST 21,4,1984,Y,N,N,N,N,N,YS,24,0,0,16,8,0,0,0,0,0,0,0,0,226 YISHUN ST 21,1.434425642,103.8361659
226A,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226A ANG MO KIO AVE 1,1.36749458,103.8392839
226A,COMPASSVALE WALK,16,1998,Y,Y,N,Y,N,N,SK,99,0,0,0,84,15,0,0,0,0,0,0,0,226A COMPASSVALE WALK,1.387412626,103.8997197
226A,SUMANG LANE,17,2016,Y,N,N,Y,N,N,PG,96,0,0,0,54,42,0,0,0,0,0,0,0,226A SUMANG LANE,1.402728129,103.8931013
226B,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,AMK,3,0,0,3,0,0,0,0,0,0,0,0,0,226B ANG MO KIO AVE 1,1.36732624,103.8395516
226B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,226B COMPASSVALE WALK,1.387711744,103.8993024
226B,SUMANG LANE,17,2016,Y,N,N,N,N,N,PG,96,0,0,0,54,42,0,0,0,0,0,0,0,226B SUMANG LANE,1.40268498,103.893609
226C,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226C ANG MO KIO AVE 1,1.367146393,103.839257
226C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,100,0,0,0,0,0,100,0,0,0,0,0,0,226C COMPASSVALE WALK,1.388256186,103.9000179
226C,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,99,0,0,0,30,69,0,0,0,0,0,0,0,226C SUMANG LANE,1.402581096,103.8940175
226D,ANG MO KIO AVE 1,1,2010,N,N,Y,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226D ANG MO KIO AVE 1,1.366800962,103.8391523
226D,COMPASSVALE WALK,6,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,226D COMPASSVALE WALK,1.388501039,103.899469
226D,SUMANG LANE,1,2018,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,226D SUMANG LANE,1.403078205,103.8936349
226E,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,AMK,2,0,0,2,0,0,0,0,0,0,0,0,0,226E ANG MO KIO AVE 1,1.366492447,103.8397949
226F,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,AMK,3,0,0,2,0,0,0,0,0,0,0,1,0,226F ANG MO KIO AVE 1,1.366647031,103.8395672
226G,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226G ANG MO KIO AVE 1,1.366824506,103.8398625
226H,ANG MO KIO ST 22,1,2004,N,N,Y,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226H ANG MO KIO ST 22,1.367178741,103.8401577
227,ANG MO KIO ST 23,6,2020,N,N,N,Y,Y,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,227 ANG MO KIO ST 23,1.368778389,103.8402739
227,BISHAN ST 23,11,1990,Y,Y,N,N,N,N,BH,69,0,0,0,60,9,0,0,0,0,0,0,0,227 BISHAN ST 23,1.358070547,103.8471381
227,BT BATOK CTRL,13,1984,Y,Y,N,N,N,N,BB,120,0,0,72,48,0,0,0,0,0,0,0,0,227 BT BATOK CTRL,1.348383998,103.7535203
227,CHOA CHU KANG CTRL,11,1992,Y,N,N,N,N,N,CCK,84,0,0,0,64,20,0,0,0,0,0,0,0,227 CHOA CHU KANG CTRL,1.381182497,103.7459662
227,JURONG EAST ST 21,25,1982,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,227 JURONG EAST ST 21,1.341820669,103.7360878
227,LOR 8 TOA PAYOH,16,1975,Y,N,N,N,N,N,TP,150,0,0,0,150,0,0,0,0,0,0,0,0,227 LOR 8 TOA PAYOH,1.339515144,103.8579708
227,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,97,0,0,0,25,72,0,0,0,0,0,0,0,227 PASIR RIS ST 21,1.371668683,103.9617637
227,PENDING RD,12,1987,Y,N,N,N,N,N,BP,110,0,0,66,44,0,0,0,0,0,0,0,0,227 PENDING RD,1.374959633,103.7714665
227,SERANGOON AVE 4,12,1984,Y,N,N,N,N,N,SGN,134,0,0,77,57,0,0,0,0,0,0,0,0,227 SERANGOON AVE 4,1.356470981,103.8711268
227,SIMEI ST 4,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,227 SIMEI ST 4,1.342020912,103.9562401
227,TAMPINES ST 23,12,1984,Y,Y,N,N,N,N,TAP,136,0,0,68,68,0,0,0,0,0,0,0,0,227 TAMPINES ST 23,1.354707981,103.9550027
227,YISHUN ST 21,12,1984,Y,N,N,Y,N,N,YS,96,0,0,38,44,14,0,0,0,0,0,0,0,227 YISHUN ST 21,1.435069716,103.8366448
227A,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,AMK,260,0,156,0,104,0,0,0,0,0,0,0,0,227A ANG MO KIO ST 23,1.368246201,103.8401064
227A,COMPASSVALE DR,13,1998,Y,N,N,N,N,N,SK,84,0,0,0,72,12,0,0,0,0,0,0,0,227A COMPASSVALE DR,1.387044698,103.9003587
227A,CHOA CHU KANG CTRL,5,1993,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,227A CHOA CHU KANG CTRL,1.380530712,103.7454364
227A,LOR 8 TOA PAYOH,3,2006,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,227A LOR 8 TOA PAYOH,1.339041448,103.8579557
227A,SUMANG LANE,17,2016,Y,N,N,Y,N,N,PG,95,0,0,0,60,35,0,0,0,0,0,0,0,227A SUMANG LANE,1.403589257,103.8929587
227B,COMPASSVALE DR,16,1998,Y,N,N,Y,N,N,SK,60,0,0,0,0,60,0,0,0,0,0,0,0,227B COMPASSVALE DR,1.387209922,103.9007082
227B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,95,0,0,0,60,35,0,0,0,0,0,0,0,227B SUMANG LANE,1.403474145,103.8937238
227C,COMPASSVALE DR,13,1998,Y,N,N,N,N,N,SK,110,0,0,0,86,24,0,0,0,0,0,0,0,227C COMPASSVALE DR,1.386802298,103.901133
227D,COMPASSVALE DR,16,1998,Y,N,N,N,N,N,SK,60,0,0,0,0,60,0,0,0,0,0,0,0,227D COMPASSVALE DR,1.386964916,103.9014154
228,ANG MO KIO ST 23,1,2021,N,N,N,N,N,Y,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,228 ANG MO KIO ST 23,1.367756806,103.8401528
228,BISHAN ST 23,16,1989,Y,Y,N,N,N,N,BH,100,0,0,0,80,20,0,0,0,0,0,0,0,228 BISHAN ST 23,1.357949291,103.8467677
228,BT BATOK CTRL,10,1984,Y,N,N,Y,N,N,BB,150,0,0,93,57,0,0,0,0,0,0,0,0,228 BT BATOK CTRL,1.348659458,103.7537946
228,CHOA CHU KANG CTRL,12,1988,Y,N,N,N,N,N,CCK,88,0,0,0,48,40,0,0,0,0,0,0,0,228 CHOA CHU KANG CTRL,1.380947507,103.7464958
228,JURONG EAST ST 21,12,1987,Y,N,N,N,N,N,JE,111,0,0,0,65,46,0,0,0,0,0,0,0,228 JURONG EAST ST 21,1.342574721,103.7362904
228,LOR 8 TOA PAYOH,16,1975,Y,N,N,Y,N,N,TP,150,0,0,0,150,0,0,0,0,0,0,0,0,228 LOR 8 TOA PAYOH,1.3391488,103.8587797
228,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,97,0,0,0,25,72,0,0,0,0,0,0,0,228 PASIR RIS ST 21,1.372162906,103.9613795
228,PENDING RD,13,1987,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,228 PENDING RD,1.375346635,103.7709554
228,PUNGGOL FIELD,2,2021,N,N,N,Y,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,228 PUNGGOL FIELD,1.403322474,103.8920354
228,SERANGOON AVE 4,13,1983,Y,Y,N,Y,N,N,SGN,120,0,0,0,120,0,0,0,0,0,0,0,0,228 SERANGOON AVE 4,1.356364015,103.8702599
228,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,228 SIMEI ST 4,1.342552189,103.9560409
228,TAMPINES ST 23,4,1984,Y,N,N,N,N,N,TAP,40,0,0,24,16,0,0,0,0,0,0,0,0,228 TAMPINES ST 23,1.355603532,103.9546521
228,YISHUN ST 21,10,1984,Y,N,N,Y,N,N,YS,103,0,0,57,37,9,0,0,0,0,0,0,0,228 YISHUN ST 21,1.435337476,103.837523
228A,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,AMK,200,0,0,0,78,122,0,0,0,0,0,0,0,228A ANG MO KIO ST 23,1.368034523,103.8394256
228A,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,60,0,0,0,0,60,0,0,0,0,0,0,0,228A COMPASSVALE WALK,1.387459233,103.9013691
228A,LOR 8 TOA PAYOH,1,2007,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,228A LOR 8 TOA PAYOH,1.338890279,103.8585736
228A,PUNGGOL FIELD,17,2021,Y,N,N,N,N,N,PG,108,0,0,0,48,60,0,0,0,0,0,0,0,228A PUNGGOL FIELD,1.403626174,103.892425
228B,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,AMK,130,0,0,0,52,78,0,0,0,0,0,0,0,228B ANG MO KIO ST 23,1.368377793,103.8392233
228B,COMPASSVALE WALK,13,1998,Y,N,N,N,N,N,SK,98,0,0,0,74,24,0,0,0,0,0,0,0,228B COMPASSVALE WALK,1.387962007,103.9013739
228B,PUNGGOL FIELD,17,2021,Y,N,N,N,N,N,PG,123,0,0,0,93,30,0,0,0,0,0,0,0,228B PUNGGOL FIELD,1.403762443,103.8915537
228C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,60,0,0,0,0,60,0,0,0,0,0,0,0,228C COMPASSVALE WALK,1.387731704,103.9006343
228D,COMPASSVALE WALK,6,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,228D COMPASSVALE WALK,1.38819395,103.9007269
229,ANG MO KIO AVE 3,12,1976,Y,N,N,Y,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0,229 ANG MO KIO AVE 3,1.369076459,103.8382287
229,BISHAN ST 23,18,1990,Y,Y,N,Y,N,N,BH,118,0,0,0,108,10,0,0,0,0,0,0,0,229 BISHAN ST 23,1.357608462,103.8459629
229,BT BATOK EAST AVE 3,10,1984,Y,N,N,Y,N,N,BB,150,0,0,93,57,0,0,0,0,0,0,0,0,229 BT BATOK EAST AVE 3,1.348276604,103.7546809
229,CHOA CHU KANG CTRL,12,1988,Y,N,N,Y,N,N,CCK,88,0,0,0,48,40,0,0,0,0,0,0,0,229 CHOA CHU KANG CTRL,1.380653749,103.7463673
229,COMPASSVALE WALK,16,1997,Y,N,N,Y,N,N,SK,90,0,0,0,15,75,0,0,0,0,0,0,0,229 COMPASSVALE WALK,1.388664288,103.9007537
229,HOUGANG ST 21,6,2022,N,N,N,N,Y,N,HG,0,0,0,0,0,0,0,0,0,0,0,0,0,229 HOUGANG ST 21,1.358134263,103.8870943
229,JURONG EAST ST 21,12,1981,Y,N,N,Y,N,N,JE,154,0,0,132,22,0,0,0,0,0,0,0,0,229 JURONG EAST ST 21,1.341830557,103.7380203
229,LOR 8 TOA PAYOH,25,1976,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0,229 LOR 8 TOA PAYOH,1.338718312,103.8591946
229,PASIR RIS ST 21,13,1992,Y,Y,N,Y,N,N,PRC,121,0,0,0,61,60,0,0,0,0,0,0,0,229 PASIR RIS ST 21,1.372689348,103.9617806
229,PENDING RD,12,1987,Y,N,N,Y,N,N,BP,110,0,0,66,44,0,0,0,0,0,0,0,0,229 PENDING RD,1.375262988,103.7716565
229,SERANGOON AVE 4,13,1983,Y,N,N,N,N,N,SGN,120,0,0,0,120,0,0,0,0,0,0,0,0,229 SERANGOON AVE 4,1.355981994,103.8702771
229,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0,229 SIMEI ST 4,1.343155311,103.9561051
229,TAMPINES ST 23,12,1984,Y,N,N,N,N,N,TAP,110,0,0,0,16,94,0,0,0,0,0,0,0,229 TAMPINES ST 23,1.355931435,103.9539445
229,YISHUN ST 21,12,1984,Y,N,N,N,N,N,YS,88,0,0,0,12,76,0,0,0,0,0,0,0,229 YISHUN ST 21,1.434912007,103.8372004
229A,SUMANG LANE,17,2021,Y,N,N,N,N,N,PG,122,0,0,0,62,60,0,0,0,0,0,0,0,229A SUMANG LANE,1.402821747,103.8921542
229B,SUMANG LANE,17,2021,Y,N,N,Y,N,N,PG,137,0,0,0,92,45,0,0,0,0,0,0,0,229B SUMANG LANE,1.402883752,103.8917955
23,BALAM RD,10,1965,Y,N,N,N,N,N,GL,120,0,0,120,0,0,0,0,0,0,0,0,0,23 BALAM RD,1.330970967,103.8865404
23,BEDOK STH AVE 1,14,1976,Y,N,N,Y,N,N,BD,156,0,0,130,26,0,0,0,0,0,0,0,0,23 BEDOK STH AVE 1,1.323298617,103.9327626
23,BENDEMEER RD,12,1970,Y,Y,N,N,N,N,KWN,125,0,0,124,0,1,0,0,0,0,0,0,0,23 BENDEMEER RD,1.317710415,103.862786
23,CHAI CHEE RD,12,1972,Y,N,N,N,N,N,BD,264,0,0,0,0,0,0,0,0,264,0,0,0,23 CHAI CHEE RD,1.325261779,103.9226281
23,DOVER CRES,12,1975,Y,N,N,Y,N,N,QT,110,0,0,0,110,0,0,0,0,0,0,0,0,23 DOVER CRES,1.307436465,103.7836295
23,EUNOS CRES,16,1976,Y,N,N,N,N,N,GL,90,0,0,0,12,78,0,0,0,0,0,0,0,23 EUNOS CRES,1.324306375,103.9021606
23,GHIM MOH LINK,40,2011,Y,N,N,Y,N,N,QT,291,0,0,0,215,76,0,0,0,0,0,0,0,23 GHIM MOH LINK,1.308635628,103.786332
23,HAIG RD,21,1981,Y,N,N,N,N,N,GL,80,0,0,0,0,80,0,0,0,0,0,0,0,23 HAIG RD,1.313541965,103.8954818
23,HOUGANG AVE 3,12,1977,Y,Y,N,Y,N,N,HG,196,0,0,172,22,1,1,0,0,0,0,0,0,23 HOUGANG AVE 3,1.364857401,103.8907284
23,JLN MEMBINA,30,2001,Y,N,N,N,N,N,BM,156,0,0,0,69,87,0,0,0,0,0,0,0,23 JLN MEMBINA,1.284748327,103.8268757
23,LIM LIAK ST,4,1949,Y,N,N,N,N,N,BM,16,0,0,16,0,0,0,0,0,0,0,0,0,23 LIM LIAK ST,1.285465349,103.8317194
